meter_name,TIMESTAMP,TRENDFLAGS,STATUS,VALUE,TRENDFLAGS_TAG,STATUS_TAG
AAA069_AAA069_dba_kwh,1456088400004,0,0,56734.19921875,{ },{ok}
AAA069_AAA069_dba_kwh,1456090200018,0,0,56739.1015625,{ },{ok}
AAA069_AAA069_dba_kwh,1456092000002,0,0,56744.69921875,{ },{ok}
AAA069_AAA069_dba_kwh,1456093800017,0,0,56750.19921875,{ },{ok}
AAA069_AAA069_dba_kwh,1456095600024,0,0,56754.3984375,{ },{ok}
AAA069_AAA069_dba_kwh,1456097400005,0,0,56760.0,{ },{ok}
AAA069_AAA069_dba_kwh,1456099200006,0,0,56766.1015625,{ },{ok}
AAA069_AAA069_dba_kwh,1456101000017,0,0,56772.1015625,{ },{ok}
AAA069_AAA069_dba_kwh,1456102800019,0,0,56776.5,{ },{ok}
AAA069_AAA069_dba_kwh,1456104600001,0,0,56782.6015625,{ },{ok}
AAA069_AAA069_dba_kwh,1456106400020,0,0,56788.3984375,{ },{ok}
AAA069_AAA069_dba_kwh,1456108200009,0,0,56793.6015625,{ },{ok}
AAA069_AAA069_dba_kwh,1456110000014,0,0,56798.19921875,{ },{ok}
AAA069_AAA069_dba_kwh,1456111800018,0,0,56803.80078125,{ },{ok}
AAA069_AAA069_dba_kwh,1456113600015,0,0,56808.1015625,{ },{ok}
